ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,CPU_Time_ms,RAM_Peak_MB,Request_Size_Bytes,Response_Size_Bytes,HTTP_Status_Code,SOAP_Fault_Flag,Retry_Count,SOAP_Calls_Count
chal-423,( 4950.0 / 495.0 ),10,Common-Division,0.5396,SOAP_Calculator,10.0,1,74.44110000506043,0.0,0.00390625,307,252,200,0,0,1
chal-182,( 83.0 - 54.0 ),29,Subtraction,0.4938,SOAP_Calculator,29.0,1,95.8823999390006,0.0,0,304,252,200,0,0,1
chal-905,( 9.0 - ( 6.0 - 4.0 ) ),7,Subtraction,0.9265,SOAP_Calculator,7.0,1,103.86350005865097,0.0,0.0703125,604,502,200,0,0,2
chal-862,( 14.0 - 13.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,54.29060012102127,0.0,0,304,251,200,0,0,1
chal-650,( 22.0 / 11.0 ),2,Common-Division,0.4938,SOAP_Calculator,2.0,1,51.50309996679425,0.0,0,304,251,200,0,0,1
chal-746,( ( 173.0 - 86.0 ) + 103.0 ),190,Addition,0.979,SOAP_Calculator,190.0,1,192.43970001116395,0.0,0,610,505,200,0,0,2
chal-701,( 6.0 - 2.0 ),4,Subtraction,0.4632,SOAP_Calculator,4.0,1,53.68040013127029,15.625,0,302,251,200,0,0,1
chal-106,( 16.0 * 6.0 ),96,Multiplication,0.4785,SOAP_Calculator,96.0,1,95.92189989052713,0.0,0,303,252,200,0,0,1
chal-920,( 4.0 / 2.0 ),2,Common-Division,0.4632,SOAP_Calculator,2.0,1,53.15289995633066,0.0,0,302,251,200,0,0,1
chal-652,( 11.0 - ( 9.0 - 4.0 ) ),6,Subtraction,0.937,SOAP_Calculator,6.0,1,124.04849985614419,15.625,0,605,502,200,0,0,2
chal-367,( 460.0 / 5.0 ),92,Common-Division,0.4938,SOAP_Calculator,92.0,1,98.0165998917073,15.625,0.00390625,304,252,200,0,0,1
chal-620,( 21.0 + 7.0 ),28,Addition,0.4785,SOAP_Calculator,28.0,1,96.59480000846088,0.0,0.00390625,303,252,200,0,0,1
chal-906,( ( 2.0 * 12.0 ) / 4.0 ),6,Common-Division,0.937,SOAP_Calculator,6.0,1,147.92710007168353,0.0,0.00390625,606,503,200,0,0,2
chal-316,( 90.0 / 5.0 ),18,Common-Division,0.4785,SOAP_Calculator,18.0,1,94.29029980674386,0.0,0.00390625,303,252,200,0,0,1
chal-43,( 177.0 * 46.0 ),8142,Multiplication,0.5091,SOAP_Calculator,8142.0,1,96.08570020645857,0.0,0.046875,305,254,200,0,0,1
chal-131,( 20.0 - 11.0 ),9,Subtraction,0.4938,SOAP_Calculator,9.0,1,71.35669980198145,0.0,0,304,251,200,0,0,1
chal-441,( 88.0 + 53.0 ),141,Addition,0.4938,SOAP_Calculator,141.0,1,99.33350002393126,0.0,0,304,253,200,0,0,1
chal-152,( ( 544.0 * 10 ) * 32.0 ),174080,Multiplication,0.957,SOAP_Calculator,174080.0,1,188.11430013738573,0.0,0.03125,611,510,200,0,0,2
chal-589,( 315.0 + 291.0 ),606,Addition,0.5244,SOAP_Calculator,606.0,1,102.44349995628,0.0,0,306,253,200,0,0,1
chal-37,( 246.0 + 703.0 ),949,Addition,0.5244,SOAP_Calculator,949.0,1,95.41280008852482,0.0,0.0390625,306,253,200,0,0,1
chal-153,( 10.0 * 45.0 ),450,Multiplication,0.4938,SOAP_Calculator,450.0,1,94.70689995214343,0.0,0.01171875,304,253,200,0,0,1
chal-677,( 19.0 - 4.0 ),15,Subtraction,0.4785,SOAP_Calculator,15.0,1,76.13070006482303,0.0,0,303,252,200,0,0,1
chal-961,( 84.0 + 8.0 ),92,Addition,0.4785,SOAP_Calculator,92.0,1,95.50639986991882,0.0,0.04296875,303,252,200,0,0,1
chal-602,( 28.0 + 42.0 ),70,Addition,0.4938,SOAP_Calculator,70.0,1,92.63309999369085,0.0,0,304,252,200,0,0,1
chal-438,( 6.0 + 2.0 ),8,Addition,0.4632,SOAP_Calculator,8.0,1,55.71809993125498,0.0,0.03515625,302,251,200,0,0,1
chal-453,( 8.0 - 5.0 ),3,Subtraction,0.4632,SOAP_Calculator,3.0,1,52.16760002076626,0.0,0,302,251,200,0,0,1
chal-786,( 35.0 / 5.0 ),7,Common-Division,0.4785,SOAP_Calculator,7.0,1,73.54949996806681,0.0,0,303,251,200,0,0,1
chal-269,( 81.0 / 3.0 ),27,Common-Division,0.4785,SOAP_Calculator,27.0,1,96.86529985629022,0.0,0,303,252,200,0,0,1
chal-134,( 13.0 - 12.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,76.18670002557337,15.625,0.00390625,304,251,200,0,0,1
chal-342,( 4.0 / 2.0 ),2,Common-Division,0.4632,SOAP_Calculator,2.0,1,51.750600105151534,0.0,0.00390625,302,251,200,0,0,1
chal-804,( 10.0 - 8.0 ),2,Subtraction,0.4785,SOAP_Calculator,2.0,1,52.43279994465411,0.0,0.01171875,303,251,200,0,0,1
chal-46,( 35.0 - 3.0 ),32,Subtraction,0.4785,SOAP_Calculator,32.0,1,72.0714998897165,0.0,0.0078125,303,252,200,0,0,1
chal-284,( ( 9.0 + 7.0 ) - 10.0 ),6,Subtraction,0.937,SOAP_Calculator,6.0,1,128.9450000040233,15.625,0,606,503,200,0,0,2
chal-653,( 92.0 / 46.0 ),2,Common-Division,0.4938,SOAP_Calculator,2.0,1,73.47920001484454,0.0,0.0390625,304,251,200,0,0,1
chal-949,( 157.0 * 146.0 ),22922,Multiplication,0.5244,SOAP_Calculator,22922.0,1,111.65580013766885,0.0,0.00390625,306,255,200,0,0,1
chal-53,( 20.0 / 5.0 ),4,Common-Division,0.4785,SOAP_Calculator,4.0,1,74.99760016798973,0.0,0,303,251,200,0,0,1
chal-822,( 16.0 + 74.0 ),90,Addition,0.4938,SOAP_Calculator,90.0,1,93.92000013031065,0.0,0.00390625,304,252,200,0,0,1
chal-780,( 22.0 * 46.0 ),1012,Multiplication,0.4938,SOAP_Calculator,1012.0,1,95.93149996362627,0.0,0.00390625,304,254,200,0,0,1
chal-978,( 58.0 - 33.0 ),25,Subtraction,0.4938,SOAP_Calculator,25.0,1,74.75699996575713,15.625,0.0625,304,252,200,0,0,1
chal-600,( ( 10.0 * 7.0 ) - 2.0 ),68,Subtraction,0.937,SOAP_Calculator,68.0,1,166.60210001282394,0.0,0,606,504,200,0,0,2
chal-209,( ( 2.0 + 5.0 ) - 4.0 ),3,Subtraction,0.9265,SOAP_Calculator,3.0,1,125.69510005414486,15.625,0.0078125,604,502,200,0,0,2
chal-352,( 9.0 - 4.0 ),5,Subtraction,0.4632,SOAP_Calculator,5.0,1,54.265000158920884,0.0,0,302,251,200,0,0,1
chal-216,( 14.0 - 2.0 ),12,Subtraction,0.4785,SOAP_Calculator,12.0,1,51.52540002018213,0.0,0,303,252,200,0,0,1
chal-289,( 8.0 - 6.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,52.14779986999929,0.0,0.08203125,302,251,200,0,0,1
chal-279,( 140.0 * 187.0 ),26180,Multiplication,0.5244,SOAP_Calculator,26180.0,1,96.6151999309659,0.0,0.0390625,306,255,200,0,0,1
chal-954,( 29.0 - 26.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,74.37560008838773,0.0,0.0078125,304,251,200,0,0,1
chal-821,( 137.0 + 105.0 ),242,Addition,0.5244,SOAP_Calculator,242.0,1,95.34609992988408,0.0,0.00390625,306,253,200,0,0,1
chal-110,( 58.0 - 35.0 ),23,Subtraction,0.4938,SOAP_Calculator,23.0,1,83.8746998924762,0.0,0,304,252,200,0,0,1
chal-119,( 489.0 - 479.0 ),10,Subtraction,0.5244,SOAP_Calculator,10.0,1,72.61989987455308,0.0,0.01171875,306,252,200,0,0,1
chal-942,( 18.0 + 5.0 ),23,Addition,0.4785,SOAP_Calculator,23.0,1,75.23380010388792,15.625,0.0078125,303,252,200,0,0,1
chal-138,( 9.0 * 20.0 ),180,Multiplication,0.4785,SOAP_Calculator,180.0,1,99.09790009260178,15.625,0,303,253,200,0,0,1
chal-107,( 828521.0 - 800059.0 ),28462,Subtraction,0.616,SOAP_Calculator,28462.0,1,99.10549991764128,0.0,0,312,255,200,0,0,1
chal-307,( 19.0 - 14.0 ),5,Subtraction,0.4938,SOAP_Calculator,5.0,1,72.17079983092844,0.0,0,304,251,200,0,0,1
chal-973,( 53.0 - 21.0 ),32,Subtraction,0.4938,SOAP_Calculator,32.0,1,71.81159988977015,0.0,0,304,252,200,0,0,1
chal-9,( 10.0 - 6.0 ),4,Subtraction,0.4785,SOAP_Calculator,4.0,1,71.80829998105764,0.0,0.00390625,303,251,200,0,0,1
chal-823,( 14.0 / 7.0 ),2,Common-Division,0.4785,SOAP_Calculator,2.0,1,55.085800122469664,0.0,0,303,251,200,0,0,1
chal-310,( ( 10.0 + 3.0 ) + 7.0 ),20,Addition,0.937,SOAP_Calculator,20.0,1,152.28339983150363,15.625,0.09765625,606,504,200,0,0,2
chal-557,( 21.0 - ( 5.0 + 9.0 ) ),7,Subtraction,0.937,SOAP_Calculator,7.0,1,127.03189998865128,0.0,0.04296875,606,503,200,0,0,2
chal-744,( ( 8.0 + 12.0 ) - 3.0 ),17,Subtraction,0.937,SOAP_Calculator,17.0,1,146.92420000210404,15.625,0,606,504,200,0,0,2
chal-635,( 22.0 + 20.0 ),42,Addition,0.4938,SOAP_Calculator,42.0,1,74.46449995040894,0.0,0.03125,304,252,200,0,0,1
chal-292,( 19.0 - 13.0 ),6,Subtraction,0.4938,SOAP_Calculator,6.0,1,75.45700017362833,0.0,0,304,251,200,0,0,1
chal-379,( 15.0 - 12.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,51.519100088626146,0.0,0,304,251,200,0,0,1
chal-890,( 13.0 * 16.0 ),208,Multiplication,0.4938,SOAP_Calculator,208.0,1,92.1388000715524,15.625,0.00390625,304,253,200,0,0,1
chal-630,( 12.0 - 2.0 ),10,Subtraction,0.4785,SOAP_Calculator,10.0,1,51.14810005761683,0.0,0.00390625,303,252,200,0,0,1
chal-358,( 13.0 - 2.0 ),11,Subtraction,0.4785,SOAP_Calculator,11.0,1,72.70770007744431,0.0,0,303,252,200,0,0,1
chal-713,( 18.0 - 3.0 ),15,Subtraction,0.4785,SOAP_Calculator,15.0,1,73.15130019560456,0.0,0,303,252,200,0,0,1
chal-621,( 6.0 - 4.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,53.06950001977384,0.0,0.04296875,302,251,200,0,0,1
chal-519,( 120.0 / 6.0 ),20,Common-Division,0.4938,SOAP_Calculator,20.0,1,72.57890002802014,0.0,0,304,252,200,0,0,1
chal-663,( 17.0 - 12.0 ),5,Subtraction,0.4938,SOAP_Calculator,5.0,1,73.51160002872348,0.0,0.01953125,304,251,200,0,0,1
chal-551,( ( 41.0 - 6.0 ) / 7.0 ),5,Common-Division,0.937,SOAP_Calculator,5.0,1,129.54330001957715,0.0,0.0390625,606,503,200,0,0,2
chal-76,( 53.0 * 41.0 ),2173,Multiplication,0.4938,SOAP_Calculator,2173.0,1,94.63530010543764,15.625,0,304,254,200,0,0,1
chal-103,( ( 3.0 + 4.0 ) - 6.0 ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,108.74520009383559,15.625,0.0703125,604,502,200,0,0,2
chal-577,( ( 15.0 + 18.0 ) - 7.0 ),26,Subtraction,0.9475,SOAP_Calculator,26.0,1,153.47660006955266,31.25,0.03125,607,504,200,0,0,2
chal-858,( 34.0 - 10.0 ),24,Subtraction,0.4938,SOAP_Calculator,24.0,1,74.01759992353618,15.625,0.00390625,304,252,200,0,0,1
chal-10,( 9.0 + 12.0 ),21,Addition,0.4785,SOAP_Calculator,21.0,1,76.87949994578958,0.0,0.01171875,303,252,200,0,0,1
chal-75,( 218.0 + 351.0 ),569,Addition,0.5244,SOAP_Calculator,569.0,1,94.06450018286705,0.0,0.0078125,306,253,200,0,0,1
chal-952,( 5.0 + 11.0 ),16,Addition,0.4785,SOAP_Calculator,16.0,1,73.57050012797117,0.0,0,303,252,200,0,0,1
chal-469,( 9.0 - ( 3.0 * 2.0 ) ),3,Subtraction,0.9265,SOAP_Calculator,3.0,1,144.96459998190403,0.0,0,604,502,200,0,0,2
chal-308,( ( 301.0 - 157.0 ) / 144.0 ),1,Common-Division,0.9895,SOAP_Calculator,1.0,1,165.7932000234723,0.0,0.0859375,612,504,200,0,0,2
chal-135,( 11.0 * 28.0 ),308,Multiplication,0.4938,SOAP_Calculator,308.0,1,92.38069993443787,0.0,0.03125,304,253,200,0,0,1
chal-860,( 7.0 * 30.0 ),210,Multiplication,0.4785,SOAP_Calculator,210.0,1,94.40279984846711,0.0,0,303,253,200,0,0,1
chal-885,( 6.0 / 2.0 ),3,Common-Division,0.4632,SOAP_Calculator,3.0,1,52.70500015467405,0.0,0.03515625,302,251,200,0,0,1
chal-245,( 19.0 - 8.0 ),11,Subtraction,0.4785,SOAP_Calculator,11.0,1,74.88010008819401,15.625,0.01171875,303,252,200,0,0,1
chal-642,( ( 4.0 + 22.0 ) + 16.0 ),42,Addition,0.9475,SOAP_Calculator,42.0,1,343.57360005378723,0.0,0.00390625,607,504,200,0,0,2
chal-210,( 30.0 - 23.0 ),7,Subtraction,0.4938,SOAP_Calculator,7.0,1,219.01749982498586,0.0,0,304,251,200,0,0,1
chal-268,( 12.0 + 17.0 ),29,Addition,0.4938,SOAP_Calculator,29.0,1,145.6664998549968,0.0,0.0546875,304,252,200,0,0,1
chal-871,( 18.0 - 8.0 ),10,Subtraction,0.4785,SOAP_Calculator,10.0,1,62.93120002374053,0.0,0.03515625,303,252,200,0,0,1
chal-536,( 492.0 - 11.0 ),481,Subtraction,0.5091,SOAP_Calculator,481.0,1,95.85930011235178,0.0,0.00390625,305,253,200,0,0,1
chal-579,( 18.0 / 2.0 ),9,Common-Division,0.4785,SOAP_Calculator,9.0,1,72.74749991483986,0.0,0.03125,303,251,200,0,0,1
chal-846,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,0.9265,SOAP_Calculator,1.0,1,109.19099999591708,0.0,0.0390625,604,502,200,0,0,2
chal-969,( ( 13.0 + 10.0 ) + 15.0 ),38,Addition,0.958,SOAP_Calculator,38.0,1,174.43819995969534,0.0,0,608,504,200,0,0,2
chal-84,( ( 632.0 + 465.0 ) - 410.0 ),687,Subtraction,0.9895,SOAP_Calculator,687.0,1,188.8335000257939,0.0,0.00390625,613,507,200,0,0,2
chal-41,( 12.0 - 2.0 ),10,Subtraction,0.4785,SOAP_Calculator,10.0,1,53.439500043168664,0.0,0.01171875,303,252,200,0,0,1
chal-609,( 12.0 - 7.0 ),5,Subtraction,0.4785,SOAP_Calculator,5.0,1,72.99709995277226,0.0,0.0078125,303,251,200,0,0,1
chal-593,( 42.0 / 3.0 ),14,Common-Division,0.4785,SOAP_Calculator,14.0,1,73.90269986353815,15.625,0,303,252,200,0,0,1
chal-854,( 16.0 * 6.0 ),96,Multiplication,0.4785,SOAP_Calculator,96.0,1,53.2903999555856,0.0,0.0703125,303,252,200,0,0,1
chal-584,( 7.0 - 3.0 ),4,Subtraction,0.4632,SOAP_Calculator,4.0,1,74.19080007821321,0.0,0.00390625,302,251,200,0,0,1
chal-123,( 8.0 - 4.0 ),4,Subtraction,0.4632,SOAP_Calculator,4.0,1,53.85759985074401,15.625,0.0078125,302,251,200,0,0,1
chal-414,( 16.0 - 8.0 ),8,Subtraction,0.4785,SOAP_Calculator,8.0,1,55.42799993418157,15.625,0.03125,303,251,200,0,0,1
chal-241,( 300.0 - 280.0 ),20,Subtraction,0.5244,SOAP_Calculator,20.0,1,77.26030005142093,0.0,0,306,252,200,0,0,1
chal-724,( 33.0 / 11.0 ),3,Common-Division,0.4938,SOAP_Calculator,3.0,1,76.06029999442399,0.0,0,304,251,200,0,0,1
chal-610,( 30.0 + 8.0 ),38,Addition,0.4785,SOAP_Calculator,38.0,1,75.39170002564788,0.0,0.03125,303,252,200,0,0,1
chal-767,( 20.0 - 6.0 ),14,Subtraction,0.4785,SOAP_Calculator,14.0,1,71.64470013231039,0.0,0,303,252,200,0,0,1
chal-191,( 154.0 - 78.0 ),76,Subtraction,0.5091,SOAP_Calculator,76.0,1,92.72289997898042,0.0,0,305,252,200,0,0,1
chal-83,( 6.0 - 4.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,51.92849994637072,0.0,0.03125,302,251,200,0,0,1
chal-521,( ( 73.0 + 724.0 ) + 744.0 ),1541,Addition,0.979,SOAP_Calculator,1541.0,1,197.7912001311779,31.25,0,611,507,200,0,0,2
chal-877,( 20.0 / 4.0 ),5,Common-Division,0.4785,SOAP_Calculator,5.0,1,75.6856999360025,15.625,0.00390625,303,251,200,0,0,1
chal-806,( 7.0 - 5.0 ),2,Subtraction,0.4632,SOAP_Calculator,2.0,1,78.94459995441139,15.625,0,302,251,200,0,0,1
chal-784,( 392.0 / 14.0 ),28,Common-Division,0.5091,SOAP_Calculator,28.0,1,95.65909998491406,0.0,0.04296875,305,252,200,0,0,1
chal-515,( 10.0 + 4.0 ),14,Addition,0.4785,SOAP_Calculator,14.0,1,79.2109000030905,0.0,0.00390625,303,252,200,0,0,1
chal-489,( 45.0 * 9.0 ),405,Multiplication,0.4785,SOAP_Calculator,405.0,1,96.95010003633797,0.0,0.03515625,303,253,200,0,0,1
chal-848,( 6.0 + 4.0 ),10,Addition,0.4632,SOAP_Calculator,10.0,1,55.24619994685054,0.0,0.03125,302,252,200,0,0,1
chal-673,( 30.0 - 23.0 ),7,Subtraction,0.4938,SOAP_Calculator,7.0,1,51.54619994573295,0.0,0,304,251,200,0,0,1
chal-59,( 13.0 - 3.0 ),10,Subtraction,0.4785,SOAP_Calculator,10.0,1,73.78809992223978,0.0,0.015625,303,252,200,0,0,1
chal-322,( 167.0 - 89.0 ),78,Subtraction,0.5091,SOAP_Calculator,78.0,1,73.31319991499186,0.0,0.00390625,305,252,200,0,0,1
chal-692,( 232.0 - 86.0 ),146,Subtraction,0.5091,SOAP_Calculator,146.0,1,94.6844001300633,0.0,0,305,253,200,0,0,1
chal-556,( 37.0 - 36.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,72.49830011278391,0.0,0.00390625,304,251,200,0,0,1
chal-594,( 215.0 / 5.0 ),43,Common-Division,0.4938,SOAP_Calculator,43.0,1,94.25380011089146,0.0,0,304,252,200,0,0,1
chal-838,( ( 9.0 + 8.0 ) + 17.0 ),34,Addition,0.937,SOAP_Calculator,34.0,1,152.96470001339912,15.625,0.03125,606,504,200,0,0,2
chal-223,( 19.0 - 4.0 ),15,Subtraction,0.4785,SOAP_Calculator,15.0,1,53.74619993381202,15.625,0,303,252,200,0,0,1
chal-304,( 12.0 - 11.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,52.582900039851665,0.0,0.01953125,304,251,200,0,0,1
chal-717,( 4.0 - 3.0 ),1,Subtraction,0.4632,SOAP_Calculator,1.0,1,52.587600192055106,0.0,0.0390625,302,251,200,0,0,1
chal-159,( ( 31.0 + 27.0 ) * 11.0 ),638,Multiplication,0.958,SOAP_Calculator,638.0,1,165.37800012156367,0.0,0.03515625,608,505,200,0,0,2
chal-499,( 14.0 - 5.0 ),9,Subtraction,0.4785,SOAP_Calculator,9.0,1,55.412699934095144,15.625,0.00390625,303,251,200,0,0,1
chal-570,( 32.0 / 8.0 ),4,Common-Division,0.4785,SOAP_Calculator,4.0,1,75.1352000515908,0.0,0.03125,303,251,200,0,0,1
chal-898,( 17.0 - 11.0 ),6,Subtraction,0.4938,SOAP_Calculator,6.0,1,71.75000011920929,0.0,0.00390625,304,251,200,0,0,1
chal-293,( 27.0 - 23.0 ),4,Subtraction,0.4938,SOAP_Calculator,4.0,1,73.20650015026331,0.0,0,304,251,200,0,0,1
chal-466,( 46.0 - 43.0 ),3,Subtraction,0.4938,SOAP_Calculator,3.0,1,73.96499998867512,0.0,0,304,251,200,0,0,1
chal-989,( ( 109.0 + 82.0 ) * 79.0 ),15089,Multiplication,0.9685,SOAP_Calculator,15089.0,1,193.37149988859892,0.0,0.015625,610,508,200,0,0,2
chal-400,( ( 4.0 + 8.0 ) / 3.0 ),4,Common-Division,0.9265,SOAP_Calculator,4.0,1,130.15799992717803,0.0,0.046875,605,503,200,0,0,2
chal-3,( 26.0 - 9.0 ),17,Subtraction,0.4785,SOAP_Calculator,17.0,1,74.07579990103841,0.0,0,303,252,200,0,0,1
chal-887,( 50.0 - 6.0 ),44,Subtraction,0.4785,SOAP_Calculator,44.0,1,92.23959990777075,0.0,0.0546875,303,252,200,0,0,1
chal-169,( ( 33.0 + 51.0 ) - 63.0 ),21,Subtraction,0.958,SOAP_Calculator,21.0,1,149.30259995162487,31.25,0.01953125,608,504,200,0,0,2
chal-726,( 242.0 - 136.0 ),106,Subtraction,0.5244,SOAP_Calculator,106.0,1,95.3857998829335,0.0,0.0390625,306,253,200,0,0,1
chal-870,( 26.0 / 13.0 ),2,Common-Division,0.4938,SOAP_Calculator,2.0,1,74.47619992308319,15.625,0,304,251,200,0,0,1
chal-219,( 14.0 / 7.0 ),2,Common-Division,0.4785,SOAP_Calculator,2.0,1,52.10390011779964,0.0,0.03515625,303,251,200,0,0,1
chal-493,( ( 491.0 - 216.0 ) * 1181.0 ),324775,Multiplication,1.0,SOAP_Calculator,324775.0,1,188.90370009467006,31.25,0.03125,613,509,200,0,0,2
chal-716,( 13.0 - ( 9.0 - 4.0 ) ),8,Subtraction,0.937,SOAP_Calculator,8.0,1,126.301399897784,0.0,0.00390625,605,502,200,0,0,2
chal-752,( 10.0 - 8.0 ),2,Subtraction,0.4785,SOAP_Calculator,2.0,1,54.229400120675564,0.0,0.00390625,303,251,200,0,0,1
chal-171,( 893835.0 + 644997.0 ),1538832,Addition,0.616,SOAP_Calculator,1538832.0,1,93.040999956429,0.0,0.0078125,312,257,200,0,0,1
chal-243,( 52.0 + 38.0 ),90,Addition,0.4938,SOAP_Calculator,90.0,1,72.42020010016859,0.0,0,304,252,200,0,0,1
chal-981,( 15.0 - 10.0 ),5,Subtraction,0.4938,SOAP_Calculator,5.0,1,52.93919984251261,0.0,0,304,251,200,0,0,1
chal-16,( ( 36.0 - 12.0 ) - 8.0 ),16,Subtraction,0.9475,SOAP_Calculator,16.0,1,145.83349996246397,15.625,0.1015625,607,504,200,0,0,2
chal-554,( 28.0 - 22.0 ),6,Subtraction,0.4938,SOAP_Calculator,6.0,1,76.35170011781156,0.0,0.00390625,304,251,200,0,0,1
chal-668,( 3.0 + 6.0 ),9,Addition,0.4632,SOAP_Calculator,9.0,1,55.77790015377104,0.0,0.0078125,302,251,200,0,0,1
chal-52,( 14.0 - 8.0 ),6,Subtraction,0.4785,SOAP_Calculator,6.0,1,52.0560999866575,0.0,0.03125,303,251,200,0,0,1
chal-990,( 7.0 - 4.0 ),3,Subtraction,0.4632,SOAP_Calculator,3.0,1,51.13559984602034,0.0,0.00390625,302,251,200,0,0,1
chal-564,( 12.0 - 11.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,56.10489984974265,0.0,0.0078125,304,251,200,0,0,1
chal-454,( 19.0 - 15.0 ),4,Subtraction,0.4938,SOAP_Calculator,4.0,1,70.76540007255971,0.0,0.00390625,304,251,200,0,0,1
chal-78,( 5.0 + 3.0 ),8,Addition,0.4632,SOAP_Calculator,8.0,1,71.0881999693811,0.0,0,302,251,200,0,0,1
chal-256,( 14.0 - 5.0 ),9,Subtraction,0.4785,SOAP_Calculator,9.0,1,51.24159995466471,0.0,0,303,251,200,0,0,1
chal-913,( ( 868.0 + 868.0 ) - 281.0 ),1455,Subtraction,0.9895,SOAP_Calculator,1455.0,1,190.43379998765886,15.625,0.03515625,613,508,200,0,0,2
chal-718,( 81.0 - 68.0 ),13,Subtraction,0.4938,SOAP_Calculator,13.0,1,73.66039999760687,0.0,0,304,252,200,0,0,1
chal-188,( 78.0 - 22.0 ),56,Subtraction,0.4938,SOAP_Calculator,56.0,1,73.15230020321906,0.0,0.00390625,304,252,200,0,0,1
chal-830,( 17.0 - 16.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,53.12350019812584,0.0,0,304,251,200,0,0,1
chal-144,( 60.0 / 10.0 ),6,Common-Division,0.4938,SOAP_Calculator,6.0,1,54.1469999589026,0.0,0.01171875,304,251,200,0,0,1
chal-967,( 38.0 / 19.0 ),2,Common-Divison,0.4938,SOAP_Calculator,2.0,1,53.111599991098046,0.0,0.0390625,304,251,200,0,0,1
chal-815,( ( 563.0 + 558.0 ) + 332.0 ),1453,Addition,0.9895,SOAP_Calculator,1453.0,1,197.2101000137627,0.0,0.03125,613,508,200,0,0,2
chal-706,( 78.0 + 48.0 ),126,Addition,0.4938,SOAP_Calculator,126.0,1,96.47389990277588,15.625,0,304,253,200,0,0,1
chal-924,( ( 4.0 * 20.0 ) - 18.0 ),62,Subtraction,0.9475,SOAP_Calculator,62.0,1,148.51540001109242,31.25,0,607,504,200,0,0,2
chal-255,( ( 700.0 + 700.0 ) + 142.0 ),1542,Addition,0.9895,SOAP_Calculator,1542.0,1,189.32230002246797,0.0,0.00390625,613,508,200,0,0,2
chal-112,( 38.0 * 49.0 ),1862,Multiplication,0.4938,SOAP_Calculator,1862.0,1,96.77949990145862,0.0,0,304,254,200,0,0,1
chal-348,( 527.0 + 554.0 ),1081,Addition,0.5244,SOAP_Calculator,1081.0,1,96.8800000846386,15.625,0.01171875,306,254,200,0,0,1
chal-413,( ( 36.0 + 13.0 ) + 49.0 ),98,Addition,0.958,SOAP_Calculator,98.0,1,189.26810007542372,0.0,0,608,504,200,0,0,2
chal-63,( 52.0 / 26.0 ),2,Common-Division,0.4938,SOAP_Calculator,2.0,1,56.18859990499914,0.0,0.03125,304,251,200,0,0,1
chal-101,( ( 3.0 + 5.0 ) + 2.0 ),10,Addition,0.9265,SOAP_Calculator,10.0,1,146.29649999551475,0.0,0.0703125,604,503,200,0,0,2
chal-662,( ( 201.0 + 217.0 ) * 14.0 ),5852,Multiplication,0.979,SOAP_Calculator,5852.0,1,185.0072001107037,0.0,0.00390625,611,507,200,0,0,2
chal-670,( ( 3.0 + 5.0 ) + 2.0 ),10,Addition,0.9265,SOAP_Calculator,10.0,1,103.41130010783672,0.0,0,604,503,200,0,0,2
chal-690,( 27.0 + 53.0 ),80,Addition,0.4938,SOAP_Calculator,80.0,1,71.82780001312494,0.0,0,304,252,200,0,0,1
chal-56,( 154.0 + 50.0 ),204,Addition,0.5091,SOAP_Calculator,204.0,1,94.34380009770393,0.0,0,305,253,200,0,0,1
chal-479,( 24.0 * 45.0 ),1080,Multiplication,0.4938,SOAP_Calculator,1080.0,1,96.02429997175932,0.0,0.00390625,304,254,200,0,0,1
chal-421,( 12.0 - 11.0 ),1,Subtraction,0.4938,SOAP_Calculator,1.0,1,54.76500000804663,0.0,0.0078125,304,251,200,0,0,1
chal-756,( 42.0 / 2.0 ),21,Common-Division,0.4785,SOAP_Calculator,21.0,1,56.230599991977215,15.625,0.01171875,303,252,200,0,0,1
